"RESULT","DAY","ID"
5,20/11/27,489
5,20/12/14,489
3,20/06/29,63
5,20/06/18,941
2,21/03/19,620
4,21/01/31,234
4,21/01/24,914
2,21/05/04,893
3,20/10/28,669
3,20/06/01,483
4,20/07/09,288
4,21/03/23,916
4,20/10/21,844
4,21/01/24,943
4,20/11/25,269
4,20/06/18,188
4,20/10/31,299
3,20/11/03,914
4,21/05/24,383
6,21/03/15,442
5,20/08/21,62
4,21/04/16,934
6,21/04/19,871
3,20/09/08,230
6,20/06/27,826
4,20/06/11,392
2,20/12/06,737
3,20/11/25,971
4,21/03/02,24
6,20/09/28,522
3,21/05/22,253
3,20/06/17,721
6,21/01/03,344
4,20/06/25,230
5,20/05/30,826
5,20/07/20,62
3,20/09/27,737
5,21/04/09,746
4,20/09/26,223
5,20/07/28,479
4,21/03/21,871
4,21/04/21,223
4,20/09/18,24
4,20/12/06,669
2,21/05/13,522
5,20/10/04,826
6,21/05/15,941
6,20/11/03,40
4,20/09/08,941
4,20/10/28,559
4,20/09/14,284
4,21/05/14,690
3,21/02/16,721
4,20/10/29,754
6,20/07/01,21
5,20/07/08,546
5,20/12/29,344
5,20/12/31,848
6,21/05/04,522
6,20/07/08,812
6,20/06/12,844
4,20/10/14,397
2,20/07/02,40
4,21/04/10,234
5,20/08/07,908
3,20/07/20,166
4,20/10/10,795
5,20/07/15,216
4,21/01/22,292
4,20/11/18,498
4,20/12/18,230
2,20/12/30,166
3,20/08/03,487
4,21/04/01,891
3,21/02/23,161
2,21/01/03,914
2,21/05/18,166
4,20/11/22,533
3,21/04/24,554
3,21/04/06,97
3,21/05/01,513
4,21/04/22,826
4,21/03/07,13
4,20/07/13,879
3,20/09/26,392
4,20/12/03,362
4,20/12/18,145
2,21/01/19,240
4,21/02/08,746
2,21/03/05,908
3,20/12/02,916
3,20/06/27,746
2,21/01/26,620
4,21/04/24,97
4,21/03/15,63
6,20/07/04,871
2,21/05/08,754
5,20/09/05,742
4,20/12/15,24
3,20/08/16,292
4,20/07/15,436
5,21/01/17,209
4,21/04/24,860
4,20/11/05,234
4,21/01/24,825
4,21/04/28,554
5,21/02/01,382
4,20/08/21,34
4,20/12/10,754
5,21/01/23,230
4,20/12/25,299
4,21/05/13,620
4,21/03/07,882
3,21/02/05,34
2,20/06/11,801
2,20/11/28,690
3,21/03/05,161
5,20/11/15,42
4,20/06/28,976
6,20/07/23,721
3,21/02/12,690
3,20/06/03,914
6,20/10/06,848
3,20/11/08,392
5,20/09/26,718
4,21/04/16,392
5,21/05/09,253
3,20/11/21,62
2,20/12/29,46
4,20/12/10,432
4,20/07/20,24
3,21/01/09,547
4,21/02/10,240
6,20/06/20,871
5,20/12/09,222
3,20/07/30,46
3,20/11/16,440
4,20/10/30,292
4,20/08/03,489
3,20/10/20,341
5,20/11/27,908
4,21/01/11,250
3,20/06/10,916
4,21/04/12,367
5,20/10/24,513
6,21/05/07,943
2,20/08/27,577
5,20/10/07,383
6,20/06/18,979
3,21/02/22,159
5,21/03/16,382
5,20/09/05,882
3,20/10/01,159
4,20/06/11,162
2,20/11/13,382
5,20/11/30,188
4,20/10/03,521
6,20/12/22,24
4,20/11/29,221
3,20/07/15,46
4,20/06/28,209
4,20/11/29,943
5,20/12/26,908
2,21/02/05,62
3,20/09/21,700
3,20/08/10,165
6,21/03/06,742
2,20/10/27,690
2,21/02/23,253
2,21/04/05,250
6,20/10/24,979
4,20/11/18,746
4,21/02/18,223
6,21/02/03,21
4,21/04/21,383
5,20/06/12,914
2,20/05/28,63
6,20/12/11,356
3,21/03/26,754
4,21/01/19,72
3,20/08/02,230
6,21/02/08,13
4,20/08/15,145
5,21/03/10,976
4,20/10/05,63
5,21/01/20,137
5,20/09/28,742
6,21/01/21,890
4,20/08/20,533
3,20/09/15,392
3,20/08/06,844
5,20/08/07,253
6,20/12/23,887
5,21/01/04,541
5,20/11/19,240
3,20/09/05,181
4,20/10/13,162
4,21/05/04,620
2,20/12/13,914
3,20/09/07,46
3,21/03/27,436
4,20/09/18,284
4,21/03/30,230
3,20/10/02,161
6,20/11/09,344
5,20/08/24,620
4,20/11/18,737
5,21/04/14,754
5,20/09/24,155
5,20/08/01,871
4,20/08/01,63
3,21/01/27,801
2,20/07/18,216
3,20/06/28,161
6,20/12/24,57
5,21/05/20,230
3,20/07/09,392
4,21/04/24,299
3,21/05/21,825
3,20/06/21,188
4,20/08/22,487
5,20/11/14,669
5,21/02/01,825
4,20/07/23,979
6,20/06/20,382
6,20/07/15,72
4,21/04/23,844
5,20/12/26,522
6,20/12/06,472
5,21/03/19,522
3,21/05/21,511
3,20/11/02,34
4,20/11/28,879
2,20/08/07,826
3,20/07/08,97
6,21/02/17,914
4,21/02/26,539
4,20/11/03,324
5,21/04/01,825
4,20/06/06,700
5,20/07/29,541
4,20/06/16,871
3,20/08/18,754
4,20/12/19,344
3,21/03/13,285
4,20/11/09,240
2,20/10/07,513
4,20/12/12,522
3,20/07/08,46
3,20/08/11,648
4,20/11/04,554
3,20/12/05,754
5,20/10/11,801
4,20/08/15,735
3,20/10/23,284
5,21/05/12,669
2,20/11/28,511
6,20/06/22,546
5,21/01/02,746
4,20/08/03,860
5,20/09/06,392
4,20/09/17,362
3,21/05/21,577
5,21/01/16,547
4,20/12/29,216
3,21/03/08,882
5,20/05/25,871
5,20/10/20,584
4,20/11/28,746
6,20/07/12,746
4,20/12/18,85
4,20/12/27,362
3,20/06/08,801
3,20/11/01,577
3,20/08/10,844
3,20/12/29,721
4,20/11/01,971
4,21/05/04,754
3,20/11/09,106
2,21/05/02,522
4,20/12/08,341
5,21/01/30,62
4,20/06/29,620
3,21/05/21,785
2,20/07/01,341
4,20/08/28,718
5,20/09/18,221
4,21/02/22,42
3,21/01/27,498
5,20/08/05,498
4,20/11/12,522
5,20/09/27,906
4,20/07/20,367
3,20/12/13,383
4,20/10/17,906
5,20/06/06,979
3,21/03/21,181
4,21/04/12,284
4,20/05/27,498
4,21/04/30,539
4,20/07/13,795
4,20/11/09,879
4,21/01/23,472
4,21/02/09,367
4,21/02/23,341
3,20/11/26,976
4,21/02/07,479
2,20/12/12,97
4,20/08/18,285
4,20/12/06,344
3,20/07/30,166
4,20/06/29,42
3,20/09/11,34
4,20/06/04,288
2,20/05/25,669
3,21/02/17,735
4,20/09/22,746
6,20/06/26,285
4,21/03/17,844
6,21/05/10,979
4,20/10/30,209
4,21/02/06,62
2,20/10/10,826
4,21/04/01,292
4,20/11/18,85
5,20/10/27,847
2,21/05/21,916
3,20/06/19,976
5,20/12/26,324
6,20/06/22,887
4,21/05/04,159
4,20/11/17,341
5,20/07/31,72
6,20/06/17,498
5,21/04/26,362
4,20/08/19,801
5,20/05/28,848
5,20/10/22,979
2,20/07/24,292
5,20/12/28,162
4,21/04/06,943
6,21/01/26,234
4,21/02/17,483
4,20/12/27,72
5,21/01/07,826
3,21/03/23,746
4,21/04/09,844
3,20/05/30,717
3,20/09/07,584
3,21/02/16,868
5,21/04/23,341
4,20/05/30,498
5,20/09/07,826
5,20/08/25,97
2,21/02/02,24
5,20/07/01,221
6,21/02/22,871
5,20/08/03,144
4,21/02/08,299
4,20/12/05,577
4,20/05/30,847
4,21/04/11,155
6,21/01/09,976
4,20/07/19,795
4,21/01/23,362
6,20/07/21,511
4,20/09/21,914
4,21/03/30,943
2,21/01/17,63
5,20/08/31,231
3,21/03/20,887
5,21/02/13,547
3,21/05/03,871
5,20/12/24,216
2,21/02/27,943
5,20/06/19,513
3,21/04/14,162
5,20/08/09,887
6,20/12/30,344
3,21/03/07,801
2,21/02/17,533
3,20/08/31,159
2,20/09/15,606
4,20/06/02,46
3,21/03/13,669
6,20/12/31,868
5,20/12/27,162
3,20/07/23,292
3,20/10/01,231
3,20/07/07,34
4,21/02/28,13
3,21/02/17,340
3,20/09/17,40
4,20/11/13,546
5,21/01/10,230
6,20/09/15,860
2,20/12/18,432
4,20/07/22,340
2,20/12/01,559
6,21/05/08,554
4,20/07/26,155
2,20/12/04,165
6,21/04/14,288
3,21/01/20,754
4,20/09/17,166
4,20/10/20,971
3,20/10/11,943
5,20/09/20,890
4,20/08/05,161
4,20/07/10,299
3,20/09/06,893
5,21/05/06,383
3,21/02/28,511
6,21/05/04,472
3,20/06/10,137
6,21/03/14,428
3,21/03/20,72
3,21/02/16,299
4,21/05/18,440
4,21/03/07,382
4,20/06/23,40
4,20/09/27,21
2,21/02/27,46
3,20/12/03,159
4,21/01/01,679
2,21/04/11,489
3,21/05/14,436
6,21/04/20,292
4,20/07/25,521
5,21/05/19,472
4,20/06/07,812
4,21/01/04,546
5,21/05/11,848
4,21/01/23,24
2,20/11/18,825
4,21/04/18,934
5,21/01/29,144
4,20/10/14,522
3,21/01/27,285
3,21/01/18,882
3,20/11/24,914
5,21/03/27,341
4,21/01/13,546
4,21/01/30,577
2,21/01/11,483
2,20/09/05,106
3,21/03/06,944
4,21/05/11,222
2,21/02/18,944
3,20/12/07,209
6,21/03/28,250
3,21/01/01,844
6,20/12/27,812
3,21/03/01,40
4,20/07/27,344
5,21/03/04,690
4,20/10/01,844
5,20/09/30,382
4,20/11/16,498
2,20/11/02,440
6,20/07/24,288
4,21/04/16,142
4,20/08/31,440
5,21/03/19,844
2,20/10/31,606
6,20/06/06,382
4,21/04/17,341
4,20/08/30,746
5,21/05/02,914
3,20/11/14,700
4,20/07/23,522
2,21/05/10,498
5,20/10/26,971
4,21/01/22,142
5,20/10/15,72
3,20/09/10,648
4,20/10/15,432
3,20/08/03,57
3,20/07/15,812
4,20/11/16,648
5,20/07/05,718
2,21/01/08,825
4,20/06/08,914
6,20/11/19,231
3,20/10/07,428
2,21/02/08,844
5,21/01/12,868
5,21/01/30,216
4,20/12/08,539
5,20/08/03,159
4,20/08/02,181
4,20/10/30,209
5,21/02/13,479
4,21/02/25,669
4,20/09/18,292
4,21/02/25,547
6,20/11/18,700
2,21/01/25,879
4,21/04/04,891
3,20/08/30,871
4,20/06/29,546
5,21/03/21,971
6,21/03/29,397
5,20/10/23,547
2,21/05/15,746
4,20/05/31,240
4,21/01/08,159
5,21/05/11,879
5,21/01/04,106
6,20/07/25,97
4,20/09/18,577
4,20/12/15,826
5,21/02/04,223
4,20/06/08,155
6,21/05/23,934
2,21/01/18,324
4,21/04/23,754
5,20/12/03,620
5,21/02/22,34
4,20/07/22,162
4,20/07/10,223
4,21/04/07,253
6,21/03/08,216
4,21/03/03,472
5,21/05/17,392
4,20/06/20,72
3,20/10/04,472
5,21/05/23,13
5,20/10/30,144
5,20/06/02,533
4,21/01/14,292
4,21/03/05,97
3,21/02/04,754
6,21/01/01,440
4,20/09/23,721
4,21/02/21,871
4,20/05/27,976
4,21/05/19,222
5,20/07/08,397
4,20/06/20,737
3,21/04/21,269
3,21/04/01,144
4,20/11/13,737
2,20/11/26,34
4,20/09/03,795
6,20/07/29,356
4,20/07/31,825
4,20/09/04,145
4,20/07/03,825
5,20/10/29,253
4,21/05/16,606
5,20/08/20,879
3,21/04/04,181
5,20/08/04,288
3,20/07/03,785
2,21/03/11,40
5,21/01/24,941
4,21/01/13,513
4,21/02/16,382
5,20/09/23,324
4,21/03/28,240
4,20/06/20,882
2,21/04/25,221
2,20/10/06,46
4,20/06/13,513
5,21/05/17,795
6,21/03/31,971
6,20/07/15,106
3,20/12/04,801
2,20/07/05,648
2,21/02/19,588
3,21/02/04,742
3,21/04/21,162
6,20/10/12,606
4,20/09/22,142
3,21/03/11,588
3,20/06/12,620
6,21/02/09,848
6,20/08/10,440
6,21/02/03,717
5,20/06/18,721
2,21/02/26,533
4,20/12/25,547
3,20/08/01,285
6,21/01/21,976
2,20/10/03,844
3,20/07/21,442
3,20/11/09,442
4,21/05/13,24
4,21/03/11,737
6,21/03/27,795
5,20/08/09,436
6,21/04/15,669
5,21/04/08,34
4,20/07/29,976
6,20/07/22,341
3,21/04/21,137
6,20/07/31,40
4,20/06/05,142
5,20/08/10,893
3,20/11/12,57
4,20/10/08,679
3,20/12/16,428
4,21/04/03,240
5,21/04/28,42
3,20/08/26,40
5,21/04/20,442
3,20/07/06,648
5,21/04/15,299
6,20/07/06,868
4,21/02/14,46
2,20/12/26,472
6,21/04/11,284
5,20/05/26,392
4,21/03/17,142
3,20/10/19,92
4,21/05/24,57
2,20/08/02,240
6,20/11/01,392
3,20/12/17,221
5,20/06/24,606
5,20/08/16,721
4,20/12/21,166
5,21/03/26,606
5,20/12/06,188
6,20/07/28,479
4,21/03/25,285
6,21/04/24,943
6,20/05/29,324
4,20/11/19,162
3,20/09/25,847
4,21/03/05,288
2,20/05/26,511
3,21/02/01,785
5,20/10/12,144
3,20/09/05,690
5,20/09/19,285
5,20/06/07,717
4,21/01/07,231
5,20/09/05,432
5,20/08/01,871
4,21/01/03,848
3,21/03/17,440
4,20/07/29,46
2,21/04/10,440
4,21/01/09,230
3,20/11/14,554
6,20/08/12,754
3,20/08/06,222
6,21/05/03,498
4,21/04/08,362
4,20/05/27,882
5,20/08/08,85
5,20/07/07,511
5,20/10/22,718
5,20/09/04,42
3,20/09/27,825
2,20/08/18,860
2,21/03/04,735
3,20/07/26,891
4,21/03/20,166
5,20/11/01,825
5,21/01/11,428
4,20/08/29,546
4,20/11/08,785
3,20/07/03,483
5,20/05/28,577
3,20/11/27,392
4,20/11/21,546
3,20/11/02,847
4,20/12/11,234
4,20/08/05,882
2,20/09/07,700
4,21/02/20,145
3,21/04/04,155
4,20/12/16,521
4,20/08/20,222
4,21/02/04,620
2,20/10/10,906
3,21/02/07,42
5,20/11/09,85
3,21/01/29,795
3,20/08/19,383
4,20/06/14,521
4,20/12/13,539
5,20/10/01,97
4,20/11/17,847
6,20/08/12,234
6,20/09/02,392
3,21/02/05,916
4,20/10/17,340
2,20/08/18,222
2,21/02/13,21
4,21/05/20,844
6,20/10/24,511
5,21/04/19,137
4,20/10/28,165
4,20/10/18,161
3,20/06/09,700
3,21/05/13,137
4,21/05/02,57
2,21/03/08,299
4,21/05/02,230
3,20/08/24,916
4,20/06/06,63
5,20/09/12,737
4,21/03/10,844
4,21/02/04,847
4,21/01/31,546
5,20/09/19,479
6,20/05/29,428
3,21/02/16,825
4,21/05/06,432
3,20/12/16,269
4,20/09/30,906
3,20/12/03,737
3,21/04/27,511
5,21/04/03,442
4,20/06/02,914
4,20/12/01,522
4,20/09/28,539
2,21/04/19,914
3,20/09/23,188
4,20/08/04,690
5,21/02/07,240
5,20/12/31,85
4,21/03/04,188
6,21/04/17,679
4,20/10/19,221
2,20/10/12,577
5,20/10/02,231
4,21/01/11,489
2,21/03/12,221
3,21/01/14,584
4,20/10/31,754
6,20/08/22,63
2,20/10/08,222
3,20/06/03,250
3,20/07/06,521
3,20/10/17,487
5,20/08/12,432
4,20/10/01,717
2,20/12/30,234
5,21/04/24,324
5,20/07/17,253
6,21/01/23,522
5,20/10/08,893
4,20/09/21,137
5,21/03/24,559
5,20/12/06,522
5,20/09/29,285
4,20/11/08,891
3,21/03/29,891
5,21/02/24,489
2,20/09/03,513
6,20/12/17,209
5,21/03/05,882
3,21/02/03,209
5,20/07/21,754
5,20/08/14,479
4,21/04/13,165
5,20/12/19,801
4,20/12/04,106
5,21/04/17,397
3,20/12/21,868
4,20/10/11,718
4,20/12/23,944
4,20/07/06,230
3,21/01/13,785
6,20/12/15,588
4,21/02/06,546
6,21/04/08,868
5,21/03/09,428
2,20/11/12,288
4,20/12/25,795
4,20/12/20,397
4,20/10/31,513
4,21/01/18,472
5,20/09/03,979
4,20/09/09,718
5,21/03/11,161
3,20/10/08,40
6,21/03/27,362
2,21/02/23,559
5,21/03/06,979
4,21/05/19,700
4,20/09/06,882
4,21/01/06,906
5,20/10/31,812
3,21/04/25,785
3,20/09/28,890
4,21/01/18,165
3,21/03/22,584
3,21/03/30,57
4,20/11/30,648
5,20/07/03,976
2,20/12/08,690
5,21/01/18,209
2,21/05/10,432
4,21/04/11,165
4,20/12/24,362
4,20/09/02,340
3,20/10/30,40
3,21/05/05,137
3,20/12/12,144
5,21/03/01,216
3,21/02/23,871
4,21/03/12,893
5,20/12/01,432
6,20/12/26,547
3,20/08/15,979
4,21/03/20,742
6,20/05/28,547
6,20/08/31,250
5,20/10/07,165
3,20/07/03,669
2,20/11/12,356
3,21/01/03,934
5,21/05/18,397
3,20/12/13,785
5,21/04/02,513
3,21/02/21,223
3,21/01/07,269
5,21/02/21,145
5,20/10/26,648
2,21/03/08,916
4,21/05/03,181
5,20/10/11,324
3,20/07/25,735
4,20/11/24,906
5,20/07/12,216
2,20/12/24,871
4,21/05/06,46
4,20/08/10,397
5,20/07/07,554
5,20/08/29,498
5,20/12/23,483
4,20/05/26,216
4,20/12/06,166
4,21/04/21,234
5,20/10/26,483
5,20/09/09,908
5,21/01/30,533
2,21/03/11,367
5,20/11/28,483
5,20/07/30,24
3,21/04/09,299
4,20/12/17,826
6,20/10/13,700
5,20/07/31,440
5,20/06/10,795
4,20/11/17,669
3,21/05/03,165
6,20/11/01,392
3,20/05/25,934
3,20/12/13,669
5,20/08/10,145
3,21/05/20,559
4,21/04/13,943
5,21/04/13,521
5,20/08/14,57
4,21/03/16,85
5,20/07/26,577
5,20/09/24,24
5,21/02/13,916
4,21/02/01,97
6,20/05/25,718
5,20/10/16,222
4,21/03/18,943
4,20/09/18,539
5,20/06/15,541
4,20/11/29,137
5,21/05/13,24
4,21/01/10,533
5,20/11/14,559
5,21/03/29,288
3,21/04/21,620
5,20/08/18,943
4,21/01/14,539
3,20/12/25,324
3,20/09/19,976
3,20/11/25,489
6,20/06/22,944
4,20/12/16,893
4,20/08/02,216
5,20/07/21,288
3,20/08/05,221
3,21/02/16,250
4,20/07/28,288
3,20/11/03,432
4,20/08/07,269
3,21/04/21,735
4,20/11/08,721
4,20/10/04,234
4,20/09/30,893
2,20/12/07,620
5,20/07/21,166
3,21/02/20,166
3,21/04/30,24
4,20/10/28,588
3,20/07/05,539
2,21/02/27,42
3,21/02/15,620
4,21/01/07,893
4,20/05/29,155
4,21/05/17,240
5,21/04/09,584
3,21/04/15,700
4,20/09/22,397
4,21/04/14,40
4,20/05/28,250
3,20/07/03,42
5,20/11/21,341
6,20/12/07,971
4,21/04/18,344
3,21/01/22,522
6,21/04/20,522
2,20/07/27,737
4,21/04/26,221
2,20/10/29,541
4,21/03/01,943
5,20/06/09,442
4,21/03/02,860
4,20/08/29,483
3,20/12/29,785
2,20/10/11,57
6,20/07/17,735
3,20/06/06,142
5,20/09/18,559
4,21/04/17,367
3,21/01/09,356
3,20/12/13,250
6,20/12/09,487
4,20/11/21,812
2,20/08/23,893
3,20/09/14,356
4,20/09/23,868
5,21/02/22,222
4,20/06/18,746
5,21/04/28,57
4,20/08/19,934
4,20/09/13,669
6,20/08/20,85
5,20/12/20,554
4,21/01/02,620
3,20/12/13,498
3,20/11/24,230
4,21/01/27,362
4,20/12/10,879
4,20/06/04,943
4,20/06/21,887
3,21/03/21,533
3,21/04/06,383
6,21/05/19,541
6,21/05/07,142
5,21/04/01,554
2,20/07/08,472
5,20/11/27,971
3,21/05/16,588
4,21/05/14,392
6,21/04/15,795
4,21/01/09,801
4,21/01/21,432
4,21/04/12,847
4,20/05/27,690
2,20/06/20,746
2,20/06/27,871
5,21/03/20,383
3,20/08/09,489
4,20/08/19,92
2,21/04/18,85
2,21/04/19,223
4,21/05/02,440
5,21/05/10,188
3,20/10/26,868
4,20/10/06,72
5,21/04/19,522
4,20/07/14,868
2,20/07/04,240
3,20/08/02,944
4,20/08/01,541
2,21/02/10,735
3,21/04/21,868
4,20/11/02,700
6,21/04/29,533
4,20/12/25,746
4,20/05/26,847
2,21/03/21,344
3,21/02/20,513
3,20/10/31,934
4,20/09/25,383
3,20/08/20,737
3,21/04/15,893
5,21/05/05,690
6,21/05/11,222
3,20/12/31,161
4,21/03/24,577
2,21/04/27,513
5,21/03/26,40
4,21/01/04,62
5,20/10/10,340
3,21/04/06,21
4,20/10/14,717
3,20/11/26,392
5,20/07/12,826
2,20/12/28,541
5,21/02/02,269
3,20/10/05,754
3,20/11/01,142
4,21/02/19,137
5,20/08/10,231
4,20/11/19,801
2,20/10/07,159
4,21/03/18,979
4,21/03/08,392
4,21/04/20,533
3,20/06/24,882
2,20/10/20,914
3,20/06/03,299
5,21/04/08,825
4,21/04/02,812
3,20/10/02,155
4,21/05/12,292
3,20/07/30,890
4,21/01/22,166
4,20/05/30,588
5,20/10/16,221
2,21/02/24,979
5,21/01/23,737
6,20/10/21,785
4,20/06/19,221
4,20/07/02,222
4,20/09/16,690
4,20/07/05,85
5,20/05/30,718
5,20/09/23,887
5,20/10/31,860
4,20/05/26,269
6,21/03/17,188
6,20/10/21,188
3,20/11/02,472
3,21/03/27,554
5,20/11/24,717
4,20/08/12,356
6,21/02/16,916
4,20/06/13,63
4,20/10/01,498
4,20/08/11,882
5,20/07/08,34
4,20/06/03,588
5,21/05/13,871
2,21/05/23,879
5,21/05/15,669
6,20/09/18,669
4,20/08/22,222
4,20/12/09,620
4,20/10/07,165
3,20/12/23,85
5,21/02/16,606
2,20/12/10,97
6,20/09/10,392
4,21/05/12,735
5,20/08/04,106
3,20/08/18,669
3,20/06/05,285
3,21/01/17,253
5,20/09/04,754
3,20/07/06,85
4,20/09/30,13
2,21/04/20,106
6,21/03/03,559
4,21/05/09,887
4,21/04/06,511
3,21/03/08,717
2,21/02/07,356
2,21/02/28,209
4,20/06/18,428
5,20/12/17,57
2,20/12/24,785
3,20/10/30,742
4,21/02/27,324
4,20/07/28,137
3,21/03/22,442
3,21/04/20,72
5,21/03/25,106
5,20/07/15,559
4,20/09/02,916
4,21/01/27,428
6,20/11/17,92
6,20/07/16,428
4,21/02/10,216
4,21/04/08,934
3,20/07/11,483
3,20/10/28,812
6,21/04/06,284
3,21/04/22,432
4,21/03/25,721
6,21/04/05,166
4,21/05/16,848
4,21/05/15,826
4,20/07/28,72
6,20/08/25,718
5,20/07/25,106
5,20/07/14,979
4,20/08/01,144
4,20/08/11,541
5,21/03/03,181
2,20/07/04,795
4,20/08/17,848
4,21/01/06,142
3,21/04/01,106
5,21/03/05,539
4,20/08/24,584
3,21/01/06,679
5,20/12/02,324
2,20/11/07,539
3,20/08/19,161
4,20/08/21,162
4,20/12/05,288
5,21/01/03,717
5,20/06/29,746
3,21/04/17,216
2,20/11/03,906
3,20/07/03,746
3,20/12/31,871
3,20/06/01,735
3,20/10/31,669
4,21/04/20,292
4,21/04/13,161
4,20/06/10,159
5,21/02/09,943
4,20/11/12,700
4,20/07/09,362
4,21/03/26,847
4,21/01/07,547
4,20/09/12,46
3,20/08/10,159
5,21/04/08,737
4,20/10/08,979
3,20/12/17,440
6,21/02/14,356
4,20/11/28,269
3,20/12/14,479
3,20/11/29,513
4,20/10/23,848
5,21/01/03,620
4,20/09/14,231
3,21/04/30,436
3,21/02/19,144
2,20/07/20,63
5,20/07/19,240
4,20/12/20,976
4,20/06/02,584
2,20/12/08,795
4,21/01/06,166
4,20/08/23,340
2,21/04/13,188
2,20/07/28,844
4,21/02/12,893
2,20/08/03,106
4,20/07/14,46
4,21/02/16,442
4,21/02/15,440
4,20/06/22,222
3,21/04/23,754
4,21/03/05,221
3,20/08/13,165
4,21/03/15,223
4,20/07/21,971
4,20/10/24,737
4,21/01/11,340
3,21/05/07,392
3,20/06/25,285
2,20/07/19,522
3,20/10/29,801
3,21/01/15,890
4,21/02/05,299
6,21/05/16,801
2,21/03/14,979
4,21/01/10,392
3,21/03/10,914
5,20/07/03,700
5,20/07/12,588
5,20/07/05,718
5,20/10/04,620
4,21/04/28,432
2,20/06/23,222
6,20/09/08,606
6,21/04/06,487
3,20/07/12,908
6,20/12/16,916
4,20/12/26,882
2,20/06/03,971
4,20/07/24,42
4,20/11/25,288
4,21/01/20,511
4,21/02/05,648
2,21/01/16,679
6,20/11/16,106
4,20/12/20,483
5,20/09/28,891
5,20/12/08,483
3,20/11/21,825
5,20/12/16,223
4,20/07/28,97
2,21/04/28,284
4,21/04/25,92
4,20/07/06,533
5,21/01/31,785
4,21/01/26,13
3,20/10/02,382
2,20/12/06,539
3,21/02/13,324
4,20/10/14,882
5,20/07/03,848
5,21/02/06,92
4,20/12/14,795
4,21/02/24,92
5,20/12/09,106
3,20/08/09,606
4,21/02/22,511
4,20/07/17,754
5,20/05/28,489
4,20/11/24,737
4,21/04/19,513
4,20/12/08,879
3,20/09/07,34
5,21/01/30,92
2,20/10/02,62
5,20/09/23,801
4,20/06/09,620
3,20/11/09,577
5,20/12/11,887
5,21/04/24,392
2,20/08/18,240
5,20/07/13,976
6,21/05/15,269
3,20/08/25,742
3,21/02/28,223
4,20/09/05,606
5,20/06/02,795
4,21/04/24,522
5,20/12/21,324
5,21/01/28,324
2,21/01/18,979
4,21/04/06,222
2,20/08/19,221
4,20/09/06,554
3,20/10/26,288
5,21/01/24,887
4,21/04/03,367
5,21/03/16,717
3,20/10/12,882
6,20/10/16,890
2,20/12/07,887
4,20/09/07,221
5,20/11/09,472
5,21/05/17,362
5,21/01/18,868
4,20/10/11,367
4,21/04/06,887
3,21/02/17,367
2,20/07/30,299
3,21/01/19,145
2,20/08/06,161
5,21/03/29,250
5,21/04/02,34
4,21/05/24,679
4,20/11/28,489
5,20/07/19,801
3,20/09/16,341
5,20/12/08,340
3,20/10/27,868
3,20/08/10,554
5,20/07/30,299
6,20/10/14,801
4,20/11/15,344
4,20/12/18,944
5,20/08/02,887
6,20/10/15,223
5,21/05/20,868
5,21/01/08,57
5,21/02/09,181
4,21/01/20,785
4,20/11/03,97
6,21/05/07,46
6,20/10/18,801
2,21/01/04,284
4,20/10/24,908
6,20/06/12,269
5,20/06/13,812
4,21/03/21,221
5,20/07/21,914
5,20/07/13,442
4,20/07/19,269
4,20/10/09,547
4,20/11/19,159
3,20/06/08,848
4,21/04/12,487
4,20/08/07,669
4,20/07/17,868
2,20/07/28,916
5,20/09/21,144
5,20/07/13,432
4,20/12/23,976
4,20/12/12,479
5,20/08/17,181
5,21/05/24,690
6,20/06/20,440
2,20/06/21,165
4,21/04/04,13
4,20/07/18,489
2,21/02/17,718
4,20/06/05,554
2,20/09/24,742
2,20/11/11,382
3,20/07/10,106
3,20/08/03,165
4,21/03/02,848
5,20/09/29,240
4,20/08/06,943
6,20/08/01,522
4,20/09/21,735
2,20/06/29,299
4,21/04/22,142
2,21/02/28,223
4,20/07/18,606
2,20/11/30,976
4,21/03/13,221
3,21/04/12,489
3,20/09/01,721
4,21/01/15,498
3,20/11/24,690
4,21/01/18,356
4,20/11/27,292
4,20/12/28,428
4,20/08/12,230
4,21/04/14,891
5,21/03/12,742
5,21/01/16,367
5,21/01/25,144
3,21/01/09,489
5,20/10/24,383
5,20/07/28,737
5,20/10/20,754
5,20/06/02,971
3,20/12/07,812
2,20/11/14,979
4,20/09/11,341
4,20/09/02,735
5,21/05/13,230
5,20/12/03,979
6,20/07/01,944
5,21/05/17,785
2,21/03/27,13
2,20/08/02,847
4,21/05/01,24
2,20/11/28,240
6,20/10/19,785
5,20/09/13,159
6,21/02/23,690
5,20/10/21,737
4,20/10/17,231
5,20/08/10,222
3,20/11/22,879
4,20/06/21,718
6,20/08/08,292
4,20/11/04,21
2,20/12/16,432
4,20/10/09,72
4,21/02/27,162
6,20/10/08,92
3,20/11/16,522
3,20/10/16,442
5,20/08/01,40
2,21/01/29,844
4,20/07/09,847
3,21/04/29,188
5,20/11/15,916
6,20/07/17,472
3,20/06/15,230
2,21/02/20,230
4,21/01/25,721
4,20/09/23,868
5,20/11/03,392
5,20/11/12,46
3,20/10/24,860
4,20/10/27,253
4,21/05/18,916
5,20/07/04,487
6,20/07/24,240
4,20/09/03,588
4,21/02/22,383
3,20/11/10,847
3,21/02/14,871
5,20/10/03,606
6,21/03/01,106
6,20/05/29,40
