Result,Day,Player
2,2020-08-21,281
4,2021-01-07,682
2,2020-12-03,85
1,2020-07-07,579
1,2020-12-11,743
1,2020-07-20,400
4,2021-01-13,88
6,2020-07-02,246
1,2021-01-13,763
6,2020-10-13,588
4,2021-05-13,916
6,2020-11-28,631
4,2020-10-02,32
3,2020-06-09,860
5,2021-01-29,375
6,2021-01-10,230
3,2021-02-15,908
3,2021-02-23,814
3,2020-12-09,231
2,2020-09-28,92
4,2020-11-29,222
2,2020-12-01,181
4,2021-04-07,638
6,2021-01-18,721
3,2020-11-26,165
4,2020-07-03,72
2,2021-01-21,952
4,2021-03-26,906
4,2020-10-24,847
4,2021-03-15,735
4,2020-06-17,442
3,2020-10-20,43
5,2020-05-25,42
5,2021-01-10,860
3,2021-04-19,42
2,2020-06-10,547
2,2021-03-06,57
1,2020-07-06,290
5,2020-06-10,842
6,2021-04-29,776
3,2021-02-12,159
1,2021-01-31,451
4,2020-06-22,485
5,2021-05-16,929
1,2020-10-31,265
6,2020-10-23,40
4,2021-03-15,941
3,2020-09-14,945
5,2020-09-09,240
2,2020-05-31,645
5,2021-03-03,848
3,2020-08-05,944
4,2021-01-23,844
2,2021-04-13,909
4,2020-07-27,102
2,2020-09-30,893
2,2020-12-26,210
3,2020-05-25,320
5,2020-09-01,825
4,2020-06-12,979
3,2021-03-19,675
4,2020-05-25,344
4,2021-04-26,68
1,2020-09-21,2
2,2020-11-05,261
1,2021-03-30,630
3,2021-05-09,239
4,2021-01-06,632
2,2021-03-29,671
4,2021-04-14,881
6,2020-06-18,559
2,2020-06-15,383
4,2021-01-03,849
3,2020-08-15,943
4,2020-09-29,754
4,2020-08-06,908
3,2020-09-07,513
3,2020-12-29,822
4,2020-12-30,173
3,2020-08-25,34
6,2020-07-16,41
5,2021-03-07,341
5,2020-08-28,442
6,2020-12-26,742
5,2020-07-22,62
5,2021-02-11,788
4,2021-03-16,944
1,2020-07-10,557
1,2021-03-31,627
4,2021-04-02,367
4,2021-05-09,36
1,2021-02-03,110
4,2020-09-23,367
3,2021-04-23,582
6,2021-04-05,440
4,2021-03-20,230
4,2021-05-22,162
3,2020-11-05,521
3,2020-12-08,480
2,2021-03-20,879
3,2021-02-28,929
5,2021-02-20,735
5,2021-02-01,850
4,2020-09-08,166
5,2020-09-03,795
4,2020-08-17,384
4,2020-11-11,479
2,2021-01-22,746
3,2021-04-23,763
3,2020-12-14,974
5,2020-10-28,533
2,2021-03-20,735
4,2020-11-28,554
2,2020-12-06,445
1,2020-12-30,571
3,2020-07-28,949
4,2020-12-31,216
6,2020-06-08,941
2,2021-02-14,223
4,2020-09-22,521
2,2020-11-04,914
3,2021-03-09,620
3,2021-04-21,687
4,2020-06-30,285
6,2020-11-29,24
3,2020-05-31,21
3,2021-02-04,77
5,2021-03-11,362
4,2020-10-25,577
2,2020-09-13,288
4,2020-09-24,106
1,2020-12-27,486
4,2020-06-23,434
1,2020-08-03,873
3,2021-05-06,908
5,2020-11-27,162
4,2021-02-01,871
5,2020-07-24,290
6,2020-05-31,276
3,2020-11-02,392
3,2021-01-06,598
4,2020-12-01,521
4,2020-10-27,943
5,2020-10-28,606
1,2021-04-29,305
3,2020-06-08,947
5,2020-11-25,344
5,2020-05-31,142
3,2021-04-06,25
6,2020-07-23,762
2,2020-11-12,700
2,2020-12-15,515
6,2020-09-13,994
3,2021-01-21,284
4,2020-06-15,970
4,2021-03-18,669
6,2021-01-16,554
5,2021-01-21,231
3,2021-03-10,482
1,2021-03-08,797
3,2020-06-03,465
3,2020-06-21,44
6,2020-11-17,250
6,2021-04-02,690
4,2020-06-25,906
4,2021-01-18,250
4,2020-07-13,517
6,2021-05-22,630
1,2021-01-06,845
3,2020-08-01,832
2,2020-06-08,869
4,2020-10-05,266
5,2020-08-17,137
4,2021-02-12,424
4,2021-05-01,221
1,2020-09-11,134
2,2020-06-16,634
3,2020-12-01,742
6,2021-03-25,669
4,2020-08-26,402
1,2020-10-11,502
5,2020-12-20,860
3,2020-10-31,871
3,2021-05-13,432
4,2020-06-22,746
4,2020-10-01,812
3,2020-11-24,732
4,2020-07-14,292
4,2021-03-03,147
3,2020-08-09,165
3,2021-02-09,561
3,2020-09-14,539
5,2020-06-20,882
3,2020-11-17,715
3,2021-02-25,952
2,2021-01-05,440
3,2021-03-16,216
2,2021-01-31,318
5,2021-02-03,860
4,2020-11-13,891
3,2020-07-27,344
3,2021-03-16,934
4,2020-06-20,565
2,2020-08-21,844
5,2020-07-26,440
3,2020-11-20,149
5,2020-07-05,824
3,2020-08-04,57
3,2021-04-11,370
4,2021-01-23,591
4,2020-08-16,231
3,2021-03-17,588
6,2021-05-12,13
2,2020-10-16,137
1,2020-07-03,807
3,2021-03-16,812
2,2021-01-05,292
6,2020-06-07,223
4,2021-04-05,436
6,2020-11-24,645
1,2021-03-29,177
3,2021-05-13,812
3,2020-08-09,770
4,2021-04-22,89
4,2021-04-30,718
1,2021-02-04,108
4,2021-02-22,752
4,2020-10-26,181
3,2021-03-19,826
5,2021-05-06,718
3,2020-09-08,689
1,2020-07-20,840
3,2020-09-30,888
5,2020-07-19,23
1,2020-11-27,732
3,2021-01-04,737
1,2021-05-07,636
3,2021-04-17,934
5,2020-07-12,570
6,2021-01-04,898
3,2020-08-30,41
3,2021-02-12,932
2,2020-11-24,578
4,2021-02-03,72
2,2020-07-14,216
4,2020-12-25,785
3,2021-02-11,684
5,2020-09-06,906
1,2020-10-14,484
2,2020-07-16,372
4,2021-05-23,324
3,2020-09-30,80
4,2021-04-30,958
6,2020-12-26,882
4,2020-07-04,159
4,2020-06-10,356
4,2021-03-31,383
2,2020-11-10,938
5,2021-03-20,383
4,2021-03-31,46
6,2020-05-31,489
4,2020-09-21,367
3,2020-08-09,754
3,2020-12-22,138
2,2021-01-14,472
1,2021-03-08,672
3,2021-02-07,976
5,2021-01-07,785
1,2021-04-27,91
3,2021-01-14,903
5,2020-08-24,491
3,2020-10-14,754
4,2020-08-22,392
3,2020-11-27,513
5,2020-08-07,735
4,2021-04-12,42
3,2020-06-05,812
5,2020-05-26,223
3,2021-01-05,169
3,2021-01-07,252
3,2020-11-10,53
5,2020-08-19,141
3,2021-04-21,134
3,2021-05-11,795
5,2020-10-10,220
4,2020-06-01,812
5,2021-03-29,554
3,2021-01-15,267
3,2021-02-07,785
2,2020-12-08,872
4,2021-05-09,336
1,2020-07-23,58
6,2021-05-05,826
4,2021-04-11,246
2,2021-01-07,468
5,2021-03-13,719
2,2021-02-27,13
2,2020-06-03,57
2,2020-10-29,616
3,2020-12-18,756
5,2020-12-11,498
4,2021-02-15,209
4,2020-09-17,618
3,2020-11-29,432
5,2020-10-28,144
5,2020-09-12,668
2,2020-12-08,33
2,2021-03-16,456
5,2020-06-13,559
3,2020-10-24,603
3,2020-11-02,405
3,2020-08-26,897
6,2020-11-15,144
4,2021-04-16,145
3,2020-09-18,489
4,2021-05-15,250
3,2021-02-19,871
3,2020-07-22,425
2,2020-10-18,215
4,2021-02-25,860
5,2021-04-22,847
2,2021-03-19,379
3,2020-07-11,771
3,2020-09-04,671
6,2021-01-10,916
5,2020-06-14,341
4,2020-10-19,234
2,2021-02-19,127
4,2021-01-10,243
4,2021-04-05,935
4,2020-12-10,785
5,2020-08-25,725
5,2020-11-30,995
1,2021-02-13,345
2,2021-02-04,58
5,2020-06-14,306
6,2021-05-18,285
4,2020-07-08,718
3,2021-03-07,145
3,2020-06-30,550
4,2020-07-07,941
2,2020-10-06,497
4,2020-09-15,847
3,2021-01-11,34
4,2020-11-02,340
3,2021-03-11,435
6,2020-09-14,633
1,2021-03-16,580
2,2021-02-03,411
6,2020-08-22,250
4,2020-06-07,908
3,2020-07-13,972
2,2020-10-25,673
6,2021-04-12,248
4,2020-11-27,509
4,2020-08-24,943
4,2020-11-28,145
1,2020-08-16,739
3,2020-09-17,165
3,2021-05-13,215
4,2021-02-27,742
6,2021-04-16,735
3,2021-03-16,907
4,2020-09-28,269
3,2020-11-27,667
4,2020-10-14,284
4,2021-02-02,806
3,2021-03-28,848
5,2020-09-19,375
3,2021-04-23,165
3,2020-12-23,104
4,2020-07-21,483
4,2020-10-24,24
3,2020-08-02,520
3,2021-03-01,133
4,2021-01-12,479
4,2021-02-09,387
3,2020-09-13,717
3,2020-11-06,56
1,2021-01-20,22
5,2020-11-26,222
2,2020-11-06,848
4,2021-01-16,826
3,2020-12-12,309
3,2020-12-26,483
3,2020-06-10,554
4,2020-08-21,231
3,2020-10-15,987
3,2020-09-06,473
3,2020-11-13,690
3,2020-10-12,551
4,2020-06-26,956
6,2020-10-02,213
3,2020-11-13,393
2,2020-12-16,679
1,2021-02-10,680
3,2020-07-14,472
3,2020-09-27,11
4,2020-11-20,13
4,2020-12-25,221
6,2020-05-29,589
3,2020-12-06,106
3,2021-04-24,644
3,2021-05-07,582
5,2020-11-15,643
2,2020-09-07,599
3,2020-09-18,768
5,2020-07-07,479
5,2020-12-03,308
3,2020-06-22,542
3,2021-04-05,735
1,2020-08-16,485
2,2020-12-21,790
2,2021-05-17,110
3,2020-08-18,188
5,2021-01-11,222
5,2021-03-25,188
6,2020-07-08,479
2,2020-12-28,551
4,2021-02-20,149
3,2021-01-15,492
4,2020-08-18,352
1,2020-06-08,93
3,2020-12-02,827
4,2020-06-01,533
3,2020-11-13,847
4,2021-03-02,489
3,2021-03-03,324
2,2020-10-18,621
3,2020-07-25,176
3,2020-10-16,734
4,2021-05-16,541
3,2021-01-18,669
4,2020-11-16,626
4,2020-08-23,882
3,2020-08-01,284
3,2021-01-14,565
3,2021-01-08,367
4,2020-07-05,330
4,2021-02-12,574
4,2021-03-12,223
5,2020-07-23,165
1,2021-03-03,698
5,2020-10-19,442
2,2020-10-09,477
4,2020-10-18,893
1,2020-07-14,7
2,2020-11-09,990
4,2021-04-22,941
6,2020-10-23,617
1,2020-10-06,821
5,2020-11-10,801
1,2020-08-31,179
4,2020-07-16,197
3,2020-08-14,783
3,2021-04-14,292
5,2021-04-14,436
1,2021-05-24,394
3,2020-10-26,537
3,2021-04-08,533
3,2020-09-14,480
3,2021-05-05,284
3,2020-08-27,399
3,2020-10-17,979
4,2020-07-29,144
1,2020-05-29,784
2,2021-02-16,373
3,2020-12-20,250
5,2020-09-06,914
3,2020-06-21,780
5,2021-03-23,63
4,2021-01-14,844
5,2020-12-18,489
3,2020-12-30,432
3,2020-10-20,543
2,2020-08-18,737
3,2020-06-10,338
4,2020-10-26,85
5,2020-09-18,370
2,2021-01-09,59
3,2021-04-04,155
4,2020-12-09,700
6,2021-03-14,222
4,2021-01-22,943
4,2020-09-16,522
2,2020-11-17,32
3,2021-05-04,578
3,2021-02-20,42
4,2020-08-14,922
5,2021-05-04,862
1,2020-07-14,875
6,2021-03-04,378
2,2020-08-04,987
4,2021-02-22,795
1,2021-04-16,39
3,2020-10-04,810
5,2020-10-31,618
2,2020-06-30,487
2,2020-06-20,178
4,2021-03-24,541
2,2021-03-07,82
3,2021-05-02,13
4,2020-07-14,848
4,2021-04-08,97
5,2021-02-21,916
4,2020-06-24,188
3,2021-03-30,216
4,2021-05-04,887
2,2020-07-20,635
5,2021-02-22,976
4,2020-07-12,324
3,2021-03-02,949
5,2021-05-22,795
2,2020-12-09,489
4,2021-03-11,511
4,2021-04-15,905
4,2020-10-03,382
5,2021-03-26,941
4,2020-10-12,181
4,2021-02-12,570
2,2020-10-02,667
2,2020-07-25,512
4,2021-03-19,299
6,2020-12-16,379
1,2021-05-20,622
3,2020-07-18,363
6,2020-07-14,142
2,2021-04-07,166
2,2020-06-08,818
2,2020-12-03,944
3,2021-02-11,352
4,2020-06-09,487
3,2021-05-01,559
3,2020-06-18,271
5,2021-03-07,890
4,2021-02-07,356
2,2021-04-13,69
3,2020-05-28,419
5,2020-12-08,250
5,2021-04-11,541
2,2020-09-09,392
3,2020-08-02,198
3,2020-06-19,753
3,2021-04-23,774
5,2021-04-19,559
5,2021-04-14,162
3,2020-08-29,362
5,2021-01-08,57
4,2020-06-18,844
5,2021-05-01,511
3,2020-07-28,908
5,2020-06-28,312
1,2020-08-29,8
6,2021-01-29,495
1,2020-11-04,186
4,2020-11-10,454
2,2020-06-29,230
5,2021-02-08,24
1,2020-10-09,864
3,2020-12-07,609
2,2021-02-22,4
2,2020-08-23,615
2,2020-10-12,823
2,2020-08-07,799
4,2020-07-31,502
5,2021-05-07,85
2,2020-08-12,179
5,2021-03-14,903
5,2021-04-23,88
3,2020-12-23,742
3,2020-08-18,161
4,2020-11-06,738
4,2021-04-10,145
2,2020-07-08,991
1,2021-01-20,615
4,2020-07-30,898
4,2020-11-20,299
5,2021-03-24,475
4,2020-09-19,606
4,2021-05-03,868
4,2020-11-17,621
2,2021-02-13,410
3,2020-08-15,130
3,2020-12-26,569
4,2020-11-05,184
4,2020-10-19,786
1,2020-08-13,358
1,2020-08-11,309
5,2020-09-01,92
2,2020-06-28,405
6,2021-04-01,253
3,2021-04-02,20
6,2021-02-07,269
5,2020-11-19,795
2,2021-03-12,606
2,2021-02-26,754
2,2020-09-17,893
4,2021-04-11,916
3,2021-01-12,539
2,2020-07-19,869
3,2020-12-16,3
4,2021-01-13,788
5,2020-11-03,559
2,2020-10-14,97
2,2020-05-31,167
1,2021-04-01,345
3,2021-02-22,488
5,2020-09-17,230
3,2020-09-19,11
2,2021-01-05,137
2,2021-04-13,565
5,2021-03-19,825
4,2020-06-12,890
4,2021-03-17,559
2,2021-02-04,717
4,2021-05-17,559
6,2020-06-04,546
5,2020-10-23,92
3,2020-06-25,292
5,2021-02-22,541
2,2021-01-11,971
3,2020-08-22,681
2,2020-10-25,935
6,2021-01-10,17
5,2021-02-05,199
3,2020-08-08,832
5,2020-07-02,362
3,2020-08-13,847
6,2020-12-22,879
2,2021-03-17,971
4,2020-07-22,533
2,2020-06-18,57
3,2020-06-29,958
4,2021-05-09,943
3,2020-07-10,202
5,2021-03-13,588
4,2021-02-27,890
2,2020-09-17,188
5,2021-01-05,140
6,2020-07-30,299
6,2021-02-25,222
3,2020-10-06,274
2,2020-05-27,216
4,2020-08-31,216
3,2021-02-16,787
3,2020-09-02,356
5,2021-05-12,106
1,2020-11-18,401
4,2020-06-21,397
6,2021-05-06,579
5,2021-04-04,392
3,2020-07-03,662
2,2021-03-02,522
1,2020-11-10,51
2,2021-05-24,390
3,2020-10-11,628
4,2020-06-20,40
5,2020-08-08,382
5,2021-02-11,584
3,2020-08-31,937
3,2020-06-30,320
5,2021-02-07,785
4,2021-04-08,57
2,2021-04-01,251
2,2020-09-08,76
2,2020-08-06,13
4,2020-07-03,24
6,2020-09-16,199
4,2021-02-10,801
1,2021-03-09,930
4,2020-07-03,848
3,2020-09-06,902
1,2020-12-10,495
1,2021-04-20,108
3,2020-12-08,155
1,2020-06-03,542
3,2020-11-05,690
6,2021-04-04,554
2,2021-05-18,392
5,2020-10-13,46
4,2021-04-29,209
4,2020-10-24,906
4,2021-03-13,727
3,2020-12-01,901
4,2020-12-24,221
4,2020-06-29,848
5,2021-03-07,288
4,2020-12-11,362
3,2020-12-21,423
4,2020-06-30,605
4,2021-04-05,299
2,2020-07-15,421
3,2020-06-23,735
3,2021-02-10,207
5,2021-01-02,40
4,2021-03-15,911
4,2020-12-15,606
3,2020-12-27,726
4,2020-08-30,976
4,2021-01-31,23
4,2020-08-12,23
3,2020-08-25,529
5,2020-08-10,704
6,2020-10-29,161
6,2020-11-02,840
4,2020-06-28,860
2,2020-10-09,175
6,2020-10-02,166
3,2020-07-18,832
5,2020-09-13,541
3,2020-09-19,76
2,2020-08-02,721
2,2021-02-19,511
4,2020-12-13,759
1,2021-03-23,402
3,2020-07-11,879
6,2020-07-08,137
6,2021-04-23,721
4,2021-04-17,63
3,2020-09-25,372
2,2021-01-27,385
3,2021-02-24,815
3,2021-03-16,765
6,2020-11-26,844
4,2020-05-26,453
3,2020-07-28,851
4,2021-01-05,533
4,2021-01-14,155
3,2021-05-24,805
2,2021-01-11,803
1,2020-08-25,780
3,2021-05-18,459
2,2021-02-22,836
3,2020-09-01,167
2,2021-04-12,735
4,2021-05-22,188
4,2021-04-02,231
3,2021-04-11,403
1,2020-09-26,877
3,2021-03-03,213
3,2021-05-20,42
3,2021-04-05,447
3,2020-11-20,820
4,2020-12-17,887
4,2020-12-06,212
4,2020-09-15,221
2,2021-01-19,421
3,2021-04-07,374
6,2021-01-25,351
3,2021-05-03,389
4,2020-06-17,106
4,2020-08-28,285
4,2021-03-28,166
5,2021-03-04,911
5,2020-12-30,250
2,2021-04-06,712
4,2020-05-27,792
4,2020-11-09,341
2,2020-07-19,754
2,2021-04-08,377
4,2020-07-30,559
2,2021-04-22,471
1,2021-03-20,662
3,2020-07-26,383
5,2020-09-07,234
2,2020-07-11,155
1,2020-11-29,768
3,2020-06-01,161
1,2020-07-23,133
3,2021-04-21,144
2,2020-10-06,32
2,2020-07-19,785
3,2021-01-24,57
5,2020-06-19,232
1,2020-06-14,849
4,2021-05-05,42
6,2020-12-14,223
5,2020-11-27,356
4,2020-09-21,288
6,2021-02-02,808
4,2021-02-26,436
1,2020-08-07,950
4,2021-04-30,689
3,2020-12-20,729
3,2020-06-07,701
6,2021-03-03,299
1,2021-04-22,25
4,2021-01-28,215
5,2021-05-09,155
3,2020-11-19,84
4,2020-11-11,891
1,2021-04-20,295
2,2020-11-13,449
3,2021-02-25,168
6,2020-06-02,887
1,2020-06-26,878
4,2021-01-28,250
4,2020-11-03,523
3,2020-08-26,742
2,2020-10-01,267
5,2020-09-12,238
4,2021-02-10,690
2,2020-09-26,149
3,2020-09-15,293
3,2021-03-04,97
6,2021-04-18,324
3,2020-06-09,249
4,2020-06-29,265
1,2020-06-19,197
6,2020-08-14,521
2,2021-02-22,232
3,2021-05-17,746
4,2020-09-09,162
6,2021-01-17,941
6,2020-09-08,671
6,2020-07-30,860
4,2020-06-16,137
2,2020-07-15,979
4,2020-07-06,448
5,2021-01-19,188
4,2020-08-29,871
2,2021-04-03,810
4,2021-03-12,362
3,2021-04-16,711
6,2020-09-07,844
4,2021-05-23,313
4,2021-03-08,801
5,2021-01-13,421
4,2020-08-15,479
3,2020-11-28,511
3,2020-11-13,63
3,2020-11-06,618
6,2020-12-06,754
5,2020-10-22,144
5,2021-02-25,839
1,2020-09-24,780
4,2020-06-01,65
5,2020-12-28,442
4,2020-06-17,799
3,2020-08-30,287
3,2020-07-14,649
1,2021-03-19,770
6,2020-12-01,230
4,2020-06-26,165
3,2020-12-29,240
2,2020-12-21,222
6,2021-03-03,144
3,2020-07-25,906
4,2021-01-16,406
6,2020-06-22,221
5,2021-01-18,795
3,2020-05-29,344
2,2021-01-14,447
2,2021-04-10,593
4,2021-04-24,879
3,2020-12-31,583
5,2021-01-02,57
3,2021-01-16,522
4,2020-07-18,891
4,2020-10-26,472
6,2021-01-14,717
4,2021-03-09,847
4,2020-12-11,333
4,2020-10-30,597
5,2020-09-07,79
3,2020-09-24,384
3,2021-05-19,785
2,2020-08-17,498
4,2020-12-29,669
5,2021-02-23,106
2,2020-11-21,832
4,2020-12-15,253
5,2021-01-22,844
6,2020-07-03,453
4,2020-06-17,650
4,2021-04-11,155
4,2021-04-30,742
2,2021-03-22,753
2,2020-06-05,615
5,2020-09-17,785
3,2020-06-26,240
4,2021-01-17,306
6,2021-02-27,498
5,2020-06-22,162
4,2021-01-15,829
6,2021-03-27,754
4,2020-07-12,161
3,2021-05-01,570
4,2021-05-07,49
1,2020-07-25,443
2,2020-10-02,13
1,2020-10-31,940
3,2021-02-21,828
1,2020-12-06,239
4,2021-03-01,669
4,2020-07-14,887
4,2020-08-11,916
1,2020-08-10,15
2,2021-01-14,40
4,2020-09-13,721
2,2020-11-06,948
2,2020-09-07,628
4,2021-01-24,285
5,2020-08-09,588
6,2020-06-18,242
5,2020-11-22,908
2,2021-03-07,943
3,2020-10-15,812
3,2021-04-04,277
5,2020-05-31,483
2,2021-05-03,790
4,2020-08-19,493
1,2020-05-28,959
5,2020-06-21,106
2,2021-01-19,452
5,2020-11-11,508
1,2021-01-19,224
2,2021-02-06,733
4,2020-06-20,374
1,2020-06-24,569
5,2020-07-03,72
4,2020-09-04,181
3,2021-04-23,430
5,2021-03-18,594
5,2021-04-24,522
5,2020-08-26,609
1,2021-03-10,327
2,2021-03-06,865
2,2020-06-28,563
3,2020-10-31,180
2,2020-11-04,318
6,2020-07-14,659
1,2020-09-22,114
3,2021-04-23,801
1,2020-10-16,280
3,2021-03-10,974
6,2021-04-18,615
4,2021-05-16,702
2,2021-03-26,538
1,2020-07-27,605
4,2020-12-27,554
3,2021-03-10,882
3,2021-01-03,122
2,2021-03-14,155
6,2020-09-20,686
3,2020-07-26,230
5,2021-03-31,953
6,2020-07-18,432
4,2020-12-31,880
4,2021-01-17,63
3,2020-08-19,729
2,2021-04-15,468
3,2020-11-11,198
3,2020-06-08,669
2,2020-08-24,455
4,2020-09-11,944
3,2020-11-24,373
2,2021-04-03,373
3,2021-01-28,841
2,2021-05-07,378
5,2020-12-13,72
1,2021-01-05,968
4,2020-11-25,916
5,2021-01-03,57
3,2021-01-07,779
4,2021-02-12,165
4,2020-12-03,620
4,2020-08-07,356
3,2020-11-25,539
3,2021-01-12,66
4,2020-09-19,230
5,2020-06-12,718
5,2020-07-23,807
5,2021-05-15,275
2,2020-11-01,1
3,2021-02-07,51
5,2021-03-28,285
5,2021-03-20,440
2,2021-01-11,31
1,2020-08-17,712
5,2021-05-03,291
4,2020-11-17,690
4,2021-01-09,577
5,2020-07-25,197
2,2020-08-11,8
3,2021-01-21,882
2,2020-09-20,680
3,2020-09-24,272
4,2021-04-29,272
3,2020-07-20,394
2,2020-12-14,993
5,2020-07-10,362
4,2020-08-14,357
5,2021-01-09,479
5,2021-03-04,742
4,2020-07-30,103
3,2020-12-28,565
1,2021-03-13,734
5,2020-12-17,905
3,2020-11-17,962
1,2021-02-03,20
5,2020-12-27,891
5,2021-04-17,92
6,2020-12-08,974
1,2020-08-15,321
3,2020-12-26,730
1,2021-02-05,939
6,2020-07-07,320
4,2021-03-19,106
4,2020-11-09,703
3,2020-09-30,335
4,2020-07-21,46
3,2021-02-17,57
3,2020-08-15,944
4,2021-03-15,296
4,2020-08-26,987
5,2020-10-18,367
2,2020-08-01,216
4,2020-06-24,222
3,2020-11-22,316
4,2020-11-29,145
6,2020-08-24,98
2,2021-03-18,835
5,2021-01-23,86
4,2021-01-25,367
4,2020-06-18,115
6,2021-04-16,690
3,2020-09-15,285
3,2020-12-20,888
4,2020-11-09,64
4,2021-05-24,414
4,2021-04-08,222
2,2020-11-19,130
4,2021-03-26,887
4,2020-10-30,934
4,2020-06-18,76
6,2021-01-15,159
3,2020-11-17,620
2,2020-07-11,295
6,2021-03-28,324
4,2020-12-08,521
3,2020-09-22,30
5,2020-12-11,439
4,2020-06-04,636
5,2020-11-22,221
4,2020-09-02,980
1,2021-05-18,552
4,2020-05-28,735
5,2021-01-16,442
4,2020-08-26,944
4,2021-04-26,234
3,2021-05-08,100
3,2020-11-16,636
1,2021-02-18,364
2,2020-09-22,879
1,2021-01-28,575
3,2020-08-18,208
4,2020-10-19,188
1,2020-06-15,19
2,2021-02-22,346
2,2021-05-04,63
1,2021-02-23,567
1,2020-10-16,484
6,2021-04-01,943
6,2021-04-01,159
3,2021-01-26,613
4,2021-01-27,620
2,2021-02-01,816
4,2021-04-06,667
4,2020-06-05,801
2,2020-08-06,503
5,2020-12-04,145
4,2020-11-27,914
2,2021-04-28,346
4,2021-04-11,788
2,2020-07-05,396
2,2020-12-10,679
2,2020-11-02,842
4,2020-10-26,92
2,2021-04-27,911
2,2020-05-31,976
2,2020-12-01,423
2,2020-07-29,356
4,2020-11-11,893
2,2020-12-22,773
2,2020-12-28,847
5,2020-07-14,908
3,2021-02-19,728
4,2021-05-08,588
1,2020-08-05,527
2,2020-12-03,992
5,2020-09-22,221
3,2020-07-31,44
1,2020-08-08,548
4,2021-03-17,700
3,2020-11-19,871
2,2020-09-11,813
5,2020-07-28,679
3,2020-11-12,966
3,2021-01-09,410
2,2021-02-26,289
4,2020-07-10,487
5,2020-12-30,535
4,2020-10-06,85
3,2020-07-28,421
4,2021-01-26,547
4,2020-12-30,937
2,2020-09-12,42
3,2021-03-23,892
4,2020-08-12,72
3,2021-01-15,137
2,2020-06-26,588
5,2020-06-14,511
2,2020-06-21,168
5,2021-03-24,209
1,2021-05-23,736
4,2021-02-22,562
4,2020-10-29,979
3,2021-04-20,356
3,2020-09-26,483
1,2020-07-06,64
5,2020-11-11,222
4,2020-08-08,432
1,2021-04-02,573
3,2020-07-28,699
4,2020-07-17,717
4,2020-05-28,116
4,2021-03-06,546
4,2020-08-26,432
5,2021-03-25,72
5,2021-03-30,276
4,2020-11-19,618
4,2020-05-29,261
2,2021-01-17,465
4,2021-03-19,250
4,2021-04-12,103
1,2021-05-07,904
4,2021-04-11,40
3,2021-05-10,245
4,2020-08-07,620
4,2020-10-08,891
3,2020-08-02,822
3,2020-11-18,45
3,2020-07-25,802
6,2020-08-10,908
4,2021-05-16,62
2,2020-08-19,370
3,2020-09-30,181
3,2020-08-25,249
4,2020-08-01,24
6,2021-04-05,483
3,2021-02-28,314
3,2020-08-31,767
4,2020-06-27,705
5,2020-10-31,976
2,2020-12-31,890
3,2020-09-09,795
2,2020-10-01,479
6,2020-10-29,844
3,2020-12-03,245
4,2021-02-09,812
3,2020-11-01,153
4,2020-06-17,483
4,2021-03-08,46
5,2021-01-30,24
2,2020-06-25,489
2,2020-11-20,271
2,2020-06-29,521
4,2020-07-27,756
3,2020-12-27,698
3,2020-12-02,137
4,2021-04-09,902
4,2020-07-11,790
1,2021-01-30,590
6,2021-01-04,221
2,2021-05-15,239
4,2020-09-02,718
4,2021-02-14,119
4,2021-01-31,801
4,2020-11-19,483
2,2020-07-03,764
3,2020-11-04,952
5,2021-01-31,93
2,2020-06-21,164
4,2020-07-21,392
4,2020-09-04,721
3,2020-11-23,508
4,2021-05-14,890
5,2020-10-04,230
5,2021-05-24,490
1,2020-08-14,532
5,2020-10-05,847
5,2020-06-27,461
4,2020-12-18,679
1,2020-09-30,280
5,2020-09-07,409
2,2020-05-28,954
3,2020-12-05,568
2,2020-12-25,162
4,2021-02-24,142
3,2020-12-24,879
6,2021-05-14,606
3,2021-01-23,181
4,2021-03-15,259
4,2021-05-04,573
6,2021-05-23,304
2,2020-11-14,575
4,2020-11-23,867
5,2020-07-15,144
4,2021-01-21,487
2,2021-04-01,151
2,2020-07-18,939
5,2020-12-13,928
6,2020-07-31,296
3,2021-01-17,554
2,2020-12-22,92
4,2021-04-03,203
4,2020-07-10,591
5,2021-05-16,166
3,2020-05-27,234
4,2020-06-27,642
2,2020-10-30,845
5,2020-09-26,144
3,2020-11-20,754
1,2021-04-29,991
4,2020-12-28,554
5,2021-02-03,735
2,2020-07-07,986
3,2020-12-25,315
4,2020-09-25,906
5,2021-02-04,944
4,2021-03-30,24
2,2020-11-03,166
5,2021-01-03,362
6,2021-04-02,730
3,2021-02-25,106
4,2021-03-03,620
4,2020-11-02,5
2,2021-01-08,579
2,2021-02-20,689
4,2020-11-13,770
1,2020-11-25,654
5,2021-05-03,699
3,2020-08-02,747
4,2021-03-27,941
5,2020-07-17,711
5,2020-12-10,120
3,2021-02-23,737
3,2020-10-14,871
2,2021-04-19,76
3,2020-09-25,114
3,2021-05-23,256
4,2020-12-16,341
2,2020-06-13,774
5,2020-09-06,145
4,2020-10-12,259
6,2020-12-29,813
2,2020-12-29,908
6,2021-05-13,21
2,2021-01-16,789
4,2020-05-26,900
1,2021-01-01,500
4,2020-11-03,584
2,2020-06-15,618
5,2020-07-13,886
2,2020-12-11,889
3,2020-08-07,840
3,2020-09-01,735
3,2021-03-07,390
5,2021-03-20,871
5,2020-11-11,72
