"DAY","ID","AGE","RESULT"
21/03/20,107,32,6
21/02/04,743,49,5
20/07/26,544,62,5
21/04/16,987,58,4
21/05/16,121,41,4
20/05/25,320,78,7
21/04/03,53,63,4
20/12/04,866,29,8
21/03/08,868,18,4
20/10/18,225,31,3
20/05/27,669,23,3
21/03/28,348,76,9
20/08/17,712,73,3
20/06/09,542,77,1
20/09/15,572,36,7
21/01/02,578,42,4
21/02/17,545,32,1
21/05/20,971,24,1
20/10/19,148,47,5
21/05/02,58,64,0
20/12/21,642,37,5
20/10/17,872,79,3
21/05/22,214,63,3
20/07/30,112,62,3
21/01/03,684,75,4
21/04/16,151,40,7
21/01/01,818,34,4
20/08/16,150,73,4
20/10/22,300,46,5
21/04/26,61,32,2
20/05/26,235,30,8
21/04/16,331,46,5
20/05/29,578,42,0
21/05/10,807,68,8
21/01/03,32,75,3
21/03/05,788,69,0
20/09/19,243,47,9
21/01/26,394,53,2
21/02/05,873,66,0
21/04/26,424,48,4
21/05/01,140,28,8
21/01/17,894,56,5
21/04/02,771,33,8
20/10/23,410,60,6
21/05/07,652,26,2
20/09/27,730,77,3
21/02/21,765,73,0
20/08/17,754,20,4
21/02/05,585,73,1
21/05/13,705,27,7
20/06/09,637,42,8
21/04/08,94,31,2
21/01/30,20,61,7
20/07/31,758,57,9
20/06/14,429,44,7
20/12/12,980,41,4
21/02/01,59,73,1
20/08/10,899,76,7
20/10/13,209,19,3
21/04/24,144,24,2
20/06/04,922,34,0
21/05/17,279,34,2
20/10/25,578,42,5
20/06/20,391,39,5
20/11/23,433,72,2
20/12/04,305,48,7
21/04/08,770,30,8
21/01/31,592,33,2
21/04/12,168,29,0
21/03/20,787,49,1
21/04/06,330,33,4
21/05/11,197,57,6
21/03/08,502,78,3
21/02/20,303,55,5
20/10/05,305,48,3
20/10/26,151,40,6
20/06/02,499,28,6
20/08/05,743,49,3
20/12/23,547,24,0
21/03/16,227,71,8
20/07/24,717,23,5
20/07/12,426,43,6
20/11/22,345,47,0
20/12/12,723,41,5
21/01/31,844,21,1
21/03/07,16,30,2
21/05/09,936,68,6
21/04/13,135,48,8
21/02/21,827,45,4
20/07/03,667,63,3
21/04/03,182,62,3
20/08/14,43,53,2
21/02/18,199,62,4
21/02/21,58,64,9
21/05/10,512,54,6
21/03/30,333,41,6
21/05/09,360,78,1
21/04/20,771,33,5
20/12/17,971,24,0
21/01/31,55,64,9
20/08/23,16,30,9
20/08/16,523,33,3
20/10/03,467,51,7
20/12/06,486,55,6
21/05/10,64,27,9
21/04/12,328,30,7
20/10/31,883,32,1
20/12/15,171,37,0
21/03/01,645,60,1
21/03/17,30,74,2
21/02/20,101,28,5
21/01/16,906,21,1
21/04/05,154,41,0
20/08/27,994,37,8
21/03/04,172,44,2
21/02/28,650,50,4
21/02/26,608,28,2
20/06/29,490,45,2
20/10/12,247,27,3
20/09/10,476,53,7
21/05/16,824,37,6
21/04/09,523,33,4
21/04/15,638,45,5
20/09/30,213,36,5
21/03/31,806,52,2
20/12/09,828,43,2
21/04/24,536,51,6
20/08/22,638,45,9
21/05/16,133,61,6
20/10/27,258,52,8
20/10/26,375,35,2
20/12/14,163,31,0
21/05/05,566,69,9
21/05/08,208,59,0
21/02/14,732,52,6
21/04/26,896,30,1
21/03/24,775,42,5
21/04/22,413,55,2
21/04/25,189,35,7
21/02/08,931,33,6
21/04/23,584,21,4
21/05/17,492,36,7
20/10/27,304,52,0
20/08/05,234,19,6
20/08/16,154,41,5
21/05/13,935,58,4
21/04/27,465,55,0
20/09/30,861,77,4
21/04/06,181,24,1
21/03/23,931,33,9
21/04/09,7,76,6
21/05/04,639,43,4
20/12/13,580,32,2
21/03/31,458,63,4
21/04/09,45,28,5
21/02/27,51,47,6
21/02/16,102,29,9
20/07/01,396,55,2
21/04/21,198,46,5
21/04/20,793,40,9
20/10/29,249,60,1
21/03/26,765,73,1
21/05/15,408,27,7
20/12/14,97,22,3
20/10/31,97,22,7
20/06/08,979,20,9
20/10/18,683,25,1
20/10/03,803,53,6
21/05/16,740,32,9
21/02/26,135,48,7
21/04/06,282,59,0
20/10/28,589,57,6
21/03/26,905,68,5
20/08/29,2,37,5
21/03/22,461,30,0
20/10/22,391,39,1
20/10/18,644,69,0
20/10/11,647,66,4
21/04/03,180,27,2
20/10/23,699,45,7
20/09/19,89,50,6
20/12/28,947,75,7
21/04/23,967,41,6
20/12/06,860,20,3
21/05/23,302,43,6
20/08/11,401,28,9
20/06/28,667,63,6
20/12/15,35,44,1
20/10/05,483,19,2
21/02/09,880,40,7
21/04/01,115,72,9
20/06/21,108,61,2
20/11/28,62,22,2
20/10/10,68,59,0
21/05/24,286,41,8
21/03/31,157,71,0
21/05/03,243,47,4
21/05/01,941,21,7
21/05/18,228,65,9
21/05/08,222,21,5
20/10/21,852,33,9
20/12/15,223,20,0
21/04/19,937,53,2
20/06/24,43,53,5
21/05/04,490,45,8
20/12/30,345,47,1
21/02/04,153,69,0
21/05/20,353,33,7
20/10/07,69,54,4
20/06/02,315,26,0
21/04/08,976,22,6
20/06/27,992,57,9
20/08/22,572,36,0
20/12/14,494,52,2
20/12/16,518,74,9
20/07/28,629,58,1
20/12/06,514,69,9
20/05/26,940,33,1
21/04/02,578,42,8
20/12/31,681,26,2
20/08/30,253,18,8
20/09/12,309,79,0
21/05/03,130,62,7
21/04/20,104,77,5
20/10/11,724,43,4
21/01/21,298,57,9
21/02/19,692,53,7
21/05/11,509,37,3
21/04/07,853,66,8
20/09/07,348,76,8
21/01/01,112,62,0
20/12/31,148,47,7
20/11/28,732,52,4
21/05/15,11,38,4
21/05/06,28,66,7
20/07/31,267,71,3
20/08/28,293,77,4
20/07/21,101,28,0
20/07/30,604,37,4
21/05/03,361,64,1
21/05/24,602,70,5
21/04/14,907,46,6
20/12/23,564,53,1
20/06/20,568,34,3
20/12/14,32,75,0
21/04/15,73,73,6
21/02/09,560,40,4
21/04/01,603,35,5
21/05/18,467,51,8
20/10/24,69,54,6
20/10/01,189,35,7
20/11/15,821,35,3
21/04/19,346,62,2
21/02/02,731,30,2
20/12/15,247,27,5
20/12/26,767,79,1
21/01/29,593,45,3
21/01/09,693,75,3
21/05/09,584,21,5
20/12/04,347,49,1
21/04/11,529,34,8
21/04/13,355,76,2
21/02/02,849,42,4
20/09/19,970,69,7
20/12/28,536,51,8
20/11/26,124,48,0
20/11/19,84,49,2
21/03/06,11,38,7
21/04/26,816,68,2
20/08/11,49,27,0
21/05/17,218,64,5
21/05/11,287,27,0
21/04/14,962,49,9
21/01/23,589,57,8
20/10/24,294,42,1
20/12/25,378,27,4
21/05/02,935,58,4
20/08/13,776,30,6
20/10/24,128,40,6
21/02/13,171,37,9
21/02/28,786,60,9
21/04/19,758,57,7
21/01/05,605,65,9
20/06/13,724,43,7
21/05/01,603,35,2
20/08/10,952,78,8
20/12/29,152,36,2
20/05/28,601,58,0
20/12/07,384,76,0
21/02/21,136,64,6
20/10/05,302,43,2
20/10/21,299,19,3
21/05/20,302,43,1
21/04/05,217,78,7
20/08/10,977,48,1
20/11/04,354,54,4
20/09/07,96,47,9
21/05/09,670,36,5
21/04/13,380,48,7
20/07/28,933,43,5
21/04/05,352,42,5
21/03/05,56,25,4
21/04/14,553,53,7
20/08/08,976,22,6
20/06/06,546,18,5
21/03/28,994,37,0
21/02/28,667,63,3
21/03/29,331,46,3
21/03/25,531,41,8
21/03/12,278,25,3
21/02/08,964,39,9
20/08/21,152,36,2
20/11/04,513,22,8
21/03/25,360,78,1
21/05/18,305,48,3
21/04/30,180,27,5
20/05/31,980,41,7
20/09/05,424,48,9
21/03/30,580,32,1
21/04/23,841,77,9
20/10/24,195,41,0
20/12/25,463,50,9
20/09/29,242,40,1
21/02/11,360,78,2
20/10/26,287,27,9
20/06/04,342,62,1
21/04/19,701,51,1
20/08/23,262,49,8
21/02/01,50,55,3
21/05/01,170,64,1
21/05/11,630,55,2
21/01/06,892,29,8
20/07/03,963,73,8
20/08/07,145,23,7
21/05/13,37,64,9
20/12/26,222,21,5
21/05/12,436,19,4
21/01/17,376,37,2
21/04/04,561,65,6
20/07/27,191,64,3
20/10/16,107,32,1
20/10/30,45,28,0
21/04/30,690,24,4
21/03/13,156,37,7
21/04/19,93,52,9
20/08/03,857,69,3
21/04/08,999,53,2
20/11/19,351,28,9
20/08/09,991,70,3
20/11/16,729,34,7
20/10/05,332,27,3
20/10/01,991,70,4
21/02/22,71,66,8
20/09/18,535,50,4
21/05/14,51,47,0
20/10/31,859,53,6
21/04/17,971,24,6
21/04/07,376,37,1
20/10/14,304,52,1
20/08/28,652,26,2
21/04/28,967,41,3
21/04/23,408,27,6
21/03/19,995,59,3
21/02/04,900,36,0
21/02/12,638,45,9
20/12/09,694,29,5
21/05/15,671,31,5
21/05/08,516,69,3
21/03/02,309,79,7
21/02/18,26,41,0
20/12/14,638,45,5
20/12/25,124,48,2
21/02/25,555,46,2
21/05/04,851,48,6
20/10/16,879,19,9
21/01/07,874,77,0
21/04/16,399,27,6
21/02/01,630,55,2
21/04/12,112,62,7
20/11/15,716,47,3
20/08/18,915,66,9
21/05/11,85,23,6
21/04/09,181,24,7
21/03/15,761,68,8
20/10/10,115,72,4
20/06/18,38,71,6
21/03/19,173,40,5
20/06/03,360,78,8
20/12/08,703,70,0
20/06/15,590,53,0
20/06/01,844,21,3
21/03/24,679,22,0
20/12/29,996,35,4
21/02/12,740,32,3
20/12/24,593,45,6
20/07/18,698,59,7
21/04/17,360,78,3
20/11/06,569,64,1
21/05/09,313,32,3
21/03/19,941,21,5
20/08/09,948,35,1
20/07/18,559,23,1
20/11/19,359,50,6
21/05/03,86,40,3
21/02/01,961,37,3
21/02/05,732,52,0
21/02/07,539,22,6
21/04/08,734,55,7
20/06/27,504,73,9
21/03/23,842,39,0
21/04/24,897,39,3
21/01/29,753,73,0
20/11/13,476,53,6
20/11/24,293,77,9
20/09/23,211,64,4
21/03/30,51,47,7
21/01/20,798,51,4
20/08/30,118,56,9
21/04/06,280,77,0
21/04/15,355,76,7
20/09/05,9,25,7
20/06/21,412,55,1
20/10/04,58,64,0
20/12/09,125,72,8
20/10/17,323,57,4
21/05/13,255,43,1
20/10/01,153,69,4
20/10/31,43,53,5
21/03/21,805,27,1
21/04/25,930,55,6
21/01/01,972,36,6
20/08/15,721,21,8
20/12/30,238,79,4
20/10/03,802,79,6
20/08/12,929,46,8
21/04/07,765,73,4
21/03/13,367,19,4
20/12/18,533,24,4
20/12/31,820,62,5
21/05/22,434,30,0
20/07/22,645,60,3
20/10/08,162,23,0
21/05/14,396,55,4
21/05/20,394,53,4
20/08/07,994,37,1
20/11/06,646,44,9
21/01/15,324,19,0
21/03/05,371,63,4
21/03/07,945,29,1
21/02/26,53,63,2
21/04/02,153,69,2
20/08/21,657,57,4
20/06/05,518,74,3
21/05/14,745,78,4
21/04/17,649,35,9
21/04/19,808,27,0
20/09/05,191,64,6
21/05/09,270,78,0
20/05/26,978,75,7
20/08/17,952,78,6
20/06/03,467,51,8
21/04/18,670,36,2
21/05/06,322,48,4
20/06/14,637,42,2
20/12/13,273,42,1
20/07/17,723,41,3
20/06/09,983,31,7
20/06/21,704,32,4
21/03/16,44,35,9
21/01/07,654,75,9
20/08/08,709,47,3
21/04/11,795,20,3
21/03/11,992,57,3
21/03/21,184,47,6
20/12/16,837,64,4
21/04/05,589,57,6
20/12/21,920,37,2
21/01/24,207,51,7
20/07/22,725,30,0
20/12/29,407,76,1
20/05/28,659,57,7
21/05/09,7,76,3
21/04/08,423,55,0
20/10/14,226,75,3
21/04/13,465,55,2
21/04/23,361,64,3
21/03/09,882,22,0
21/05/17,352,42,4
21/02/21,44,35,5
20/07/23,827,45,1
20/09/18,837,64,1
21/04/04,586,53,9
20/09/20,762,35,8
21/03/10,442,22,9
20/08/31,838,62,9
20/10/18,821,35,3
20/11/19,489,21,5
21/02/03,914,18,5
21/05/16,877,72,8
20/08/03,969,54,3
20/12/03,853,66,9
20/10/02,174,75,8
21/03/13,43,53,4
21/02/11,154,41,9
21/02/24,422,40,5
21/04/29,49,27,7
21/04/25,963,73,7
21/02/12,356,21,3
21/04/21,720,72,8
21/05/06,710,36,2
20/12/17,376,37,7
20/08/07,817,64,8
21/03/19,935,58,4
21/01/15,851,48,0
21/03/09,156,37,4
21/05/14,589,57,5
20/10/18,646,44,2
20/09/27,388,33,0
21/04/19,798,51,7
20/10/16,59,73,8
21/04/30,796,36,1
21/01/01,424,48,8
21/02/26,715,72,1
21/04/20,524,63,2
21/02/22,521,22,9
20/12/27,608,28,2
21/04/30,355,76,8
20/09/04,272,77,8
20/12/08,641,60,7
21/03/17,401,28,7
21/04/24,52,55,9
21/04/25,526,62,2
21/02/19,235,30,1
20/09/11,149,38,5
21/05/23,437,28,6
21/05/12,365,61,5
21/01/13,765,73,0
21/02/22,102,29,5
20/06/08,686,42,2
20/08/02,524,63,1
20/09/30,310,31,6
20/12/25,250,22,2
20/10/13,454,42,0
21/03/17,672,38,8
20/10/23,266,77,2
21/02/23,709,47,4
21/03/07,712,73,3
20/10/06,643,56,5
20/08/26,911,67,2
21/03/17,354,54,2
21/04/05,470,29,3
20/06/09,611,36,6
21/03/14,839,72,5
21/01/26,919,72,9
21/05/21,986,26,4
21/04/29,787,49,0
20/08/09,422,40,6
21/03/11,538,39,7
20/10/19,351,28,2
20/10/08,6,58,6
20/07/18,603,35,7
20/10/05,530,29,2
20/08/19,585,73,7
20/09/12,411,44,1
21/05/06,417,74,5
21/05/12,933,43,3
20/12/26,705,27,8
21/01/01,652,26,9
20/06/07,697,41,5
20/08/24,304,52,2
21/03/10,789,60,3
21/04/25,63,18,3
21/05/16,838,62,7
21/04/26,847,21,5
21/03/30,116,62,1
21/02/23,450,46,7
21/04/13,675,39,5
20/09/20,877,72,0
21/04/15,335,60,8
20/08/10,362,18,5
20/06/12,680,47,5
20/08/21,158,60,7
21/04/16,747,30,8
21/03/27,753,73,5
20/12/18,90,51,7
20/12/09,64,27,8
20/06/26,776,30,6
20/11/13,208,59,4
21/05/01,155,19,1
20/08/07,779,26,0
20/06/18,704,32,8
21/02/03,570,60,2
21/04/29,749,25,0
20/12/12,613,28,6
20/11/21,829,31,0
21/04/13,733,47,9
20/08/17,145,23,9
20/11/21,163,31,2
21/02/26,763,47,4
20/12/14,606,18,7
20/12/02,170,64,1
20/12/13,755,41,9
21/04/05,825,20,3
21/05/18,366,61,7
21/05/13,801,18,4
20/08/13,716,47,4
20/11/08,21,22,0
21/04/19,435,74,3
21/05/04,757,47,8
21/02/17,216,24,3
21/01/16,359,50,9
21/04/25,943,18,4
20/07/28,233,74,4
20/12/06,596,31,6
21/02/19,98,62,3
20/09/25,130,62,5
20/08/11,524,63,2
21/02/03,299,19,6
20/08/21,371,63,1
20/06/08,387,40,9
21/05/07,791,73,8
20/09/26,48,50,0
20/12/20,768,33,8
20/07/19,76,39,7
20/06/05,845,65,1
21/03/04,884,36,2
20/09/24,927,55,9
20/08/16,149,38,1
21/02/25,743,49,1
21/03/21,105,25,7
20/12/17,671,31,3
20/07/22,280,77,0
20/07/26,336,63,9
20/09/14,991,70,9
21/04/29,895,30,8
21/04/14,393,51,6
21/03/15,569,64,0
20/12/16,959,53,6
21/04/28,292,21,8
21/05/10,512,54,9
20/06/17,948,35,0
21/04/28,908,22,1
20/06/01,196,72,9
20/08/22,255,43,5
20/08/04,616,72,7
20/12/21,953,75,8
20/07/31,186,43,5
21/04/14,175,37,5
21/04/23,397,18,1
21/03/25,302,43,3
20/12/05,675,39,7
21/02/10,892,29,1
21/04/17,115,72,4
20/06/02,370,57,9
21/03/23,519,70,0
20/11/14,467,51,6
21/05/06,21,22,5
21/04/01,541,18,3
21/04/26,326,44,0
20/11/01,853,66,5
21/03/16,472,20,6
20/11/25,761,68,3
20/08/18,835,35,2
20/08/18,27,58,9
21/02/24,254,46,4
20/10/05,119,53,0
21/05/16,266,77,6
21/04/20,719,76,5
20/09/29,963,73,7
20/09/30,899,76,9
21/04/06,352,42,7
21/01/24,786,60,8
21/04/13,612,79,2
21/01/12,603,35,5
21/04/12,718,23,1
20/11/08,316,64,5
21/05/15,870,51,2
21/05/15,850,65,8
20/08/11,508,40,0
21/03/14,394,53,2
21/04/17,318,45,8
21/05/02,237,48,7
21/05/02,476,53,0
20/12/10,895,30,1
20/12/29,644,69,9
21/02/03,45,28,5
21/01/23,692,53,3
20/10/19,292,21,7
21/05/17,727,57,2
21/05/08,705,27,0
20/12/18,644,69,0
20/10/22,235,30,5
20/06/08,499,28,4
21/04/25,112,62,0
21/04/04,972,36,2
20/06/16,127,33,9
21/04/21,135,48,5
20/12/15,393,51,3
20/10/19,549,71,1
20/06/08,96,47,8
21/03/02,295,77,5
21/02/06,265,62,5
21/04/30,370,57,2
21/05/13,212,37,4
20/08/21,379,45,0
21/02/27,835,35,5
20/10/26,56,25,0
20/10/10,635,62,1
20/06/16,252,44,2
21/02/08,934,19,6
21/05/01,266,77,7
20/10/30,763,47,3
21/02/27,959,53,9
20/12/18,363,31,6
20/10/14,876,40,7
20/08/24,144,24,0
20/07/20,825,20,3
20/08/01,287,27,7
20/09/22,663,59,7
21/03/17,606,18,9
20/12/07,89,50,5
21/01/31,541,18,1
21/05/06,879,19,7
20/06/14,524,63,2
21/03/28,929,46,7
20/06/20,701,51,4
20/09/14,358,43,3
20/08/18,307,75,1
20/12/09,627,39,0
21/02/25,918,63,7
21/03/29,724,43,3
20/06/05,528,37,2
20/06/11,39,28,4
21/04/21,138,71,3
21/01/02,961,37,6
21/04/19,263,72,2
21/05/19,328,30,7
20/06/20,753,73,7
21/04/24,302,43,8
20/06/15,517,79,8
21/04/28,331,46,0
21/04/26,447,56,5
21/04/06,776,30,2
21/03/28,874,77,1
20/10/18,721,21,5
21/05/17,71,66,0
21/05/05,220,26,9
20/07/29,482,27,7
21/02/27,101,28,3
20/11/11,688,48,1
20/05/31,715,72,3
21/05/02,67,73,5
20/07/30,901,62,9
21/01/23,694,29,3
21/01/14,68,59,4
20/12/13,539,22,0
20/12/05,996,35,9
20/12/02,941,21,7
21/03/04,159,24,6
21/04/18,210,59,9
21/05/09,633,32,1
21/01/01,32,75,2
20/09/24,574,59,3
20/08/23,718,23,9
20/10/10,95,77,3
21/04/08,316,64,5
20/10/06,907,46,5
21/03/09,96,47,1
21/01/29,485,51,2
21/05/05,817,64,8
20/10/30,854,30,6
21/02/13,154,41,6
21/01/14,606,18,7
21/04/23,226,75,3
20/10/01,662,72,1
21/05/08,256,63,4
21/04/01,855,72,9
21/04/13,907,46,1
21/04/27,229,52,7
20/10/27,932,78,2
21/01/21,215,76,2
21/03/30,341,22,5
20/12/09,170,64,2
21/03/26,98,62,7
20/09/23,265,62,5
20/07/29,425,37,3
21/03/21,205,47,2
21/04/21,462,69,2
20/10/11,939,27,2
21/02/22,572,36,8
21/05/21,538,39,2
20/10/21,737,22,9
21/03/24,605,65,9
21/05/21,13,21,3
21/05/19,106,20,6
21/02/20,356,21,0
20/12/19,868,18,9
20/08/21,817,64,2
20/08/18,821,35,9
21/02/18,353,33,5
21/04/16,328,30,4
20/06/02,217,78,5
21/02/24,725,30,1
20/12/10,932,78,5
21/05/21,558,44,5
20/08/05,373,72,1
21/02/03,643,56,7
21/03/07,907,46,7
21/04/14,407,76,8
21/04/30,962,49,1
21/04/28,913,65,3
20/10/26,581,73,0
20/10/12,412,55,3
21/05/14,37,64,5
20/10/10,863,68,0
21/05/22,785,20,5
20/11/17,329,35,7
21/04/23,669,23,4
21/04/06,446,57,9
20/05/30,32,75,1
20/10/17,360,78,2
21/02/20,985,30,7
20/09/15,407,76,6
21/05/14,770,30,8
21/03/05,994,37,8
21/02/07,375,35,1
21/05/01,201,70,2
21/03/04,384,76,4
20/08/13,247,27,2
21/05/23,935,58,3
21/02/26,877,72,8
21/04/19,57,20,3
21/04/18,7,76,9
21/03/15,407,76,8
20/06/15,857,69,3
21/05/12,571,52,1
21/01/21,549,71,7
20/09/15,171,37,0
20/09/11,610,40,6
21/04/05,573,63,1
21/05/20,15,64,5
21/03/12,698,59,6
21/04/20,964,39,1
21/02/04,172,44,1
20/12/08,913,65,2
20/06/09,794,62,8
21/05/18,667,63,1
20/12/31,545,32,2
21/04/21,957,26,6
21/05/14,870,51,6
20/06/26,134,51,9
21/01/29,147,51,1
20/07/31,442,22,3
21/04/16,161,18,2
21/05/04,962,49,1
20/06/03,469,79,9
21/02/03,42,22,5
20/12/12,551,72,7
20/10/05,457,44,1
21/04/27,38,71,0
21/01/15,408,27,0
21/04/07,348,76,1
21/05/15,126,38,8
20/08/01,21,22,2
21/02/16,347,49,8
20/06/14,275,66,1
20/06/10,140,28,1
21/05/16,852,33,6
21/03/01,345,47,7
21/01/07,670,36,3
20/08/04,388,33,6
21/03/16,802,79,5
20/10/12,779,26,5
21/04/10,753,73,4
20/06/20,702,70,3
21/02/25,150,73,9
20/09/25,878,69,6
20/07/24,982,36,0
21/05/23,187,26,5
20/12/09,596,31,9
21/03/28,219,29,7
21/04/10,546,18,1
20/09/23,723,41,3
21/03/20,171,37,7
20/12/05,311,32,7
21/04/24,291,69,6
21/02/06,600,57,9
20/06/07,209,19,3
20/11/12,944,20,9
21/02/15,201,70,0
21/03/28,611,36,6
21/05/02,900,36,8
20/08/03,836,62,0
21/05/06,716,47,5
21/03/13,637,42,6
21/01/29,974,25,5
20/12/14,399,27,7
20/12/14,78,55,4
21/03/03,266,77,8
20/12/07,257,76,3
20/10/20,530,29,7
21/04/08,399,27,7
20/07/25,85,23,9
21/04/07,105,25,6
21/05/18,491,60,1
21/04/13,810,45,2
20/08/21,31,37,0
20/07/23,827,45,5
20/06/27,173,40,6
20/11/27,891,20,2
20/10/22,322,48,4
20/06/12,781,57,5
21/01/26,24,24,8
20/05/28,569,64,6
21/04/11,163,31,2
21/04/07,809,70,2
20/10/19,387,40,1
21/04/24,889,73,8
21/01/22,389,66,6
21/03/14,195,41,1
20/11/01,308,49,0
21/04/28,156,37,5
20/06/19,873,66,2
20/07/08,189,35,3
20/06/14,912,27,3
20/11/28,145,23,2
21/02/26,981,54,9
20/09/22,59,73,8
20/06/21,615,73,5
21/05/08,23,65,1
21/05/18,822,71,2
21/01/09,555,46,6
20/10/04,474,67,4
21/02/20,181,24,0
21/05/23,562,78,0
20/12/22,644,69,7
21/02/26,584,21,6
21/05/18,359,50,3
21/04/22,388,33,4
21/02/10,393,51,1
20/12/08,172,44,6
21/04/22,630,55,9
21/03/26,897,39,9
21/04/16,388,33,4
21/04/14,183,51,2
21/05/12,496,40,2
20/10/27,774,53,7
21/02/09,135,48,4
21/04/08,513,22,9
20/11/19,987,58,4
20/09/03,916,23,7
20/06/07,748,78,3
21/04/07,801,18,2
20/09/25,957,26,2
20/07/24,588,22,5
20/12/06,44,35,6
21/02/13,122,29,7
20/10/16,726,46,2
20/06/09,594,26,3
20/08/10,500,25,5
21/05/22,381,32,8
20/06/10,258,52,8
20/10/22,400,64,6
21/05/19,831,70,7
20/09/17,537,32,9
21/04/18,102,29,1
21/04/27,369,53,8
21/02/13,138,71,4
20/09/29,183,51,2
21/04/30,424,48,8
21/03/25,270,78,8
20/09/29,877,72,5
21/01/27,307,75,8
20/10/06,352,42,2
20/11/25,52,55,5
21/05/07,636,56,7
20/08/29,484,39,0
20/11/03,634,58,9
21/03/18,855,72,9
21/03/06,845,65,0
20/08/15,426,43,2
21/05/19,283,56,9
20/10/28,715,72,0
21/02/28,305,48,5
20/06/12,637,42,7
20/09/23,376,37,8
21/05/22,68,59,6
20/12/16,0,60,5
20/10/25,170,64,7
20/06/10,691,52,8
20/07/30,786,60,4
21/05/21,595,30,7
21/03/13,466,51,2
21/04/15,258,52,2
21/03/05,102,29,4
21/02/14,431,49,1
21/03/04,159,24,7
21/05/13,446,57,4
20/12/12,603,35,3
21/05/13,449,25,0
21/01/30,819,35,8
21/04/15,181,24,0
20/08/12,283,56,4
21/03/01,457,44,5
21/03/20,672,38,9
21/05/23,438,45,2
20/10/17,912,27,6
21/02/12,299,19,8
21/05/24,113,40,3
21/03/29,798,51,3
21/05/17,978,75,4
20/09/19,923,50,7
20/06/07,145,23,8
20/12/28,655,49,1
21/04/12,930,55,6
21/05/06,980,41,3
21/03/29,878,69,1
20/10/28,871,21,0
21/05/15,835,35,7
20/12/27,858,68,0
21/01/20,892,29,9
21/04/21,649,35,9
21/04/06,719,76,9
20/12/30,943,18,5
20/12/08,367,19,5
20/11/21,83,42,3
21/02/09,342,62,4
21/04/24,961,37,0
21/04/15,624,72,9
21/05/21,762,35,4
21/01/04,270,78,4
21/02/12,174,75,0
21/04/16,427,60,5
21/04/20,81,30,5
21/03/31,826,24,4
20/12/19,360,78,5
20/06/29,733,47,0
20/10/24,312,56,7
20/08/31,168,29,9
20/07/07,446,57,8
20/12/27,362,18,5
21/04/03,260,58,7
21/02/02,692,53,2
21/02/20,758,57,5
20/10/14,358,43,6
20/10/07,443,36,3
20/08/12,472,20,0
20/08/02,413,55,5
20/11/18,330,33,3
21/02/13,306,36,2
21/05/21,425,37,6
21/03/18,819,35,6
21/05/02,732,52,0
21/05/05,326,44,5
20/10/04,594,26,9
20/12/29,661,75,9
20/07/29,13,21,3
21/04/07,81,30,5
20/12/11,34,18,3
21/02/12,182,62,8
21/01/31,215,76,0
20/08/01,294,42,4
21/02/15,622,29,2
20/11/16,488,51,4
20/08/12,456,66,5
21/03/31,700,19,0
20/06/02,306,36,7
20/10/16,247,27,8
20/12/28,195,41,1
20/12/20,541,18,2
21/04/26,806,52,8
21/03/06,61,32,4
20/11/22,313,32,4
20/08/17,368,69,8
20/07/27,991,70,1
20/11/18,323,57,9
21/01/19,915,66,9
20/06/15,730,77,5
21/05/21,464,37,3
20/06/17,598,53,3
20/12/14,739,73,9
21/04/12,235,30,8
21/02/04,444,31,0
20/09/29,0,60,4
20/06/28,928,27,1
21/02/18,207,51,0
20/05/29,534,40,3
21/03/16,584,21,3
20/12/11,269,18,2
21/05/20,420,55,7
21/05/07,281,59,7
20/10/09,427,60,4
21/04/17,121,41,7
21/02/03,519,70,4
21/04/15,230,21,3
21/01/10,750,52,3
21/04/20,273,42,8
21/01/02,799,39,2
21/05/03,892,29,5
20/10/13,626,73,9
21/02/27,591,33,5
21/01/07,119,53,1
20/06/21,39,28,0
21/05/22,429,44,5
20/10/24,0,60,2
21/02/25,471,70,9
21/01/06,814,35,3
21/04/05,658,35,9
21/05/16,359,50,7
21/05/21,636,56,1
20/09/06,824,37,1
20/05/27,114,42,8
20/06/08,482,27,5
20/12/09,565,73,1
20/11/03,400,64,3
21/01/05,835,35,4
21/04/10,44,35,2
20/06/02,733,47,8
21/04/05,692,53,1
21/05/20,448,51,3
21/05/03,232,32,5
21/04/30,676,38,7
20/08/02,352,42,0
20/12/13,431,49,4
21/03/14,734,55,5
21/04/25,587,44,7
21/05/22,147,51,8
21/05/14,280,77,1
20/10/15,944,20,6
20/06/11,853,66,5
20/08/11,581,73,5
21/05/07,554,19,1
20/07/05,631,49,7
20/06/17,586,53,9
21/05/02,748,78,3
21/05/02,51,47,3
20/11/20,91,29,0
20/06/14,514,69,1
20/10/03,439,36,7
20/10/20,445,50,3
21/04/10,445,50,9
20/09/06,156,37,1
20/06/12,509,37,3
20/08/05,212,37,7
20/10/17,101,28,5
20/10/16,947,75,0
20/10/02,938,58,9
20/11/13,579,26,3
21/04/07,735,24,6
20/09/25,584,21,0
20/12/18,317,50,6
20/12/06,343,30,2
21/01/29,62,22,8
20/06/05,461,30,2
20/11/30,417,74,3
20/07/01,522,20,0
21/04/21,18,79,7
21/04/17,861,77,1
21/05/03,372,62,7
20/09/05,174,75,1
20/06/17,273,42,5
21/05/07,773,70,5
20/08/12,81,30,2
20/08/08,273,42,5
20/12/05,388,33,5
